Station ID,Address,Charger Type,Station Operator,Charging Capacity (kW),Cost (USD/kWh),Distance to City (km),Parking Spots,Reviews (Rating),Usage Stats (avg users/day),High_Utilization,Utilization_Probability,Priority_Tier
EVS04356,"8873 Toronto Ave, Toronto",AC Level 1,ChargePoint,50,0.37,2.53,2,3.3,61,1,0.4645,LOW
EVS02424,"9617 Mexico City Ave, Mexico City",AC Level 1,ChargePoint,350,0.34,7.7,10,4.1,93,1,0.4645,LOW
EVS04779,"8424 Cape Town Ave, Cape Town",AC Level 1,ChargePoint,350,0.21,5.4,9,3.2,78,1,0.4644,LOW
EVS02851,"8753 Random Rd, City 409, Country",AC Level 2,EVgo,150,0.48,17.09,10,3.7,29,0,0.4644,LOW
EVS02933,"5327 Berlin Ave, Berlin",AC Level 2,EVgo,50,0.23,2.58,10,3.1,53,0,0.4644,LOW
EVS04122,"9815 Dubai Ave, Dubai",AC Level 2,Ionity,22,0.48,8.69,1,3.3,16,0,0.4644,LOW
EVS01540,"919 Bangkok Ave, Bangkok",DC Fast Charger,EVgo,150,0.46,0.8,6,4.9,93,1,0.4643,LOW
EVS04475,"8592 San Francisco Ave, San Francisco",DC Fast Charger,ChargePoint,350,0.38,4.25,4,4.1,67,1,0.4643,LOW
EVS04347,"333 Dubai Ave, Dubai",AC Level 2,ChargePoint,350,0.19,1.7,6,3.1,48,0,0.4643,LOW
EVS01869,"647 Chicago Ave, Chicago",AC Level 1,ChargePoint,22,0.31,1.74,6,3.3,79,1,0.4643,LOW
EVS04665,"871 Chicago Ave, Chicago",AC Level 2,Greenlots,150,0.36,6.74,4,3.2,98,1,0.4643,LOW
EVS03988,"2854 Toronto Ave, Toronto",AC Level 2,Tesla,350,0.5,9.93,9,5.0,90,1,0.4643,LOW
EVS04117,"4571 Moscow Ave, Moscow",DC Fast Charger,Greenlots,350,0.49,11.62,1,3.8,27,0,0.4643,LOW
EVS04093,"1201 Seoul Ave, Seoul",AC Level 1,Tesla,150,0.38,8.15,4,3.2,89,1,0.4643,LOW
EVS04680,"207 Toronto Ave, Toronto",DC Fast Charger,Tesla,50,0.35,6.15,7,3.3,87,1,0.4642,LOW
EVS03044,"1262 Seoul Ave, Seoul",DC Fast Charger,Tesla,350,0.43,11.76,1,3.3,17,0,0.4642,LOW
EVS00554,"1450 Sydney Ave, Sydney",AC Level 2,Ionity,50,0.36,2.39,7,3.8,98,1,0.4642,LOW
EVS03199,"1661 São Paulo Ave, São Paulo",DC Fast Charger,ChargePoint,350,0.48,12.17,4,4.0,22,0,0.4641,LOW
EVS00718,"1371 Chicago Ave, Chicago",AC Level 2,Tesla,50,0.46,12.31,8,3.6,97,1,0.4641,LOW
EVS02195,"4504 São Paulo Ave, São Paulo",DC Fast Charger,Greenlots,50,0.5,8.3,10,4.6,20,0,0.4641,LOW
EVS04960,"2074 Sydney Ave, Sydney",AC Level 2,Ionity,350,0.36,10.12,6,3.5,62,1,0.464,LOW
EVS00839,"7560 Los Angeles Ave, Los Angeles",AC Level 1,Tesla,150,0.48,0.59,2,4.6,10,0,0.464,LOW
EVS04083,"6236 Seoul Ave, Seoul",AC Level 1,Tesla,22,0.45,5.62,8,4.2,96,1,0.464,LOW
EVS01791,"1680 Random Rd, City 286, Country",AC Level 2,ChargePoint,150,0.46,8.08,2,3.6,31,0,0.464,LOW
EVS04949,"7053 Toronto Ave, Toronto",AC Level 1,Tesla,150,0.5,11.35,5,3.9,83,1,0.464,LOW
EVS00306,"9684 Beijing Ave, Beijing",AC Level 1,Greenlots,22,0.46,6.91,6,3.9,40,0,0.464,LOW
EVS02697,"3314 Dubai Ave, Dubai",AC Level 1,Greenlots,350,0.29,5.64,10,3.9,31,0,0.4639,LOW
EVS03091,"7740 Random Rd, City 177, Country",DC Fast Charger,Greenlots,150,0.45,4.45,1,3.8,15,0,0.4638,LOW
EVS02264,"3604 Cape Town Ave, Cape Town",DC Fast Charger,EVgo,150,0.23,1.53,9,3.3,13,0,0.4638,LOW
EVS04130,"3817 Sydney Ave, Sydney",AC Level 1,Tesla,350,0.44,13.89,6,3.7,54,0,0.4637,LOW
EVS01245,"7121 San Francisco Ave, San Francisco",DC Fast Charger,EVgo,350,0.3,0.79,3,3.7,60,1,0.4637,LOW
EVS02740,"3864 Sydney Ave, Sydney",AC Level 2,Ionity,150,0.45,3.95,4,4.2,63,1,0.4637,LOW
EVS02130,"9093 Mexico City Ave, Mexico City",AC Level 1,Tesla,350,0.39,7.31,4,3.8,92,1,0.4636,LOW
EVS04421,"6690 Random Rd, City 307, Country",AC Level 1,Ionity,150,0.47,11.99,7,3.8,95,1,0.4636,LOW
EVS02000,"2778 Mexico City Ave, Mexico City",AC Level 1,ChargePoint,150,0.43,3.03,8,4.6,75,1,0.4635,LOW
EVS01402,"2992 San Francisco Ave, San Francisco",AC Level 2,Tesla,22,0.47,9.49,8,3.9,95,1,0.4635,LOW
EVS00263,"5718 Seoul Ave, Seoul",DC Fast Charger,Greenlots,50,0.42,4.88,3,3.5,30,0,0.4635,LOW
EVS00381,"4164 Random Rd, City 148, Country",AC Level 1,Tesla,22,0.43,1.29,2,3.8,27,0,0.4635,LOW
EVS01314,"8278 Mexico City Ave, Mexico City",AC Level 1,ChargePoint,50,0.33,3.34,6,3.3,40,0,0.4635,LOW
EVS03122,"5118 Los Angeles Ave, Los Angeles",AC Level 2,Tesla,350,0.37,13.79,10,3.6,95,1,0.4634,LOW
EVS01298,"4251 Mumbai Ave, Mumbai",DC Fast Charger,EVgo,50,0.4,2.22,1,3.4,100,1,0.4634,LOW
EVS04595,"3918 Cape Town Ave, Cape Town",AC Level 1,Ionity,350,0.4,8.34,7,4.1,85,1,0.4634,LOW
EVS01916,"8679 Cape Town Ave, Cape Town",AC Level 1,Tesla,22,0.43,5.05,10,4.3,48,0,0.4633,LOW
EVS01126,"5587 Sydney Ave, Sydney",AC Level 1,EVgo,350,0.34,9.09,5,3.3,46,0,0.4633,LOW
EVS05000,"1221 Los Angeles Ave, Los Angeles",AC Level 2,EVgo,50,0.35,1.12,6,3.7,15,0,0.4633,LOW
EVS01859,"1355 Chicago Ave, Chicago",AC Level 1,Greenlots,50,0.48,7.1,8,4.3,24,0,0.4633,LOW
EVS02880,"7049 Berlin Ave, Berlin",AC Level 1,ChargePoint,350,0.27,2.0,3,3.3,59,1,0.4633,LOW
EVS04325,"5201 Beijing Ave, Beijing",DC Fast Charger,Ionity,50,0.47,18.08,9,3.1,19,0,0.4632,LOW
EVS01837,"1985 Mumbai Ave, Mumbai",AC Level 1,Ionity,150,0.36,1.6,3,3.6,22,0,0.4632,LOW
EVS03407,"297 Bangkok Ave, Bangkok",AC Level 2,ChargePoint,150,0.37,9.74,5,3.0,48,0,0.4632,LOW
EVS04759,"4562 San Francisco Ave, San Francisco",AC Level 1,ChargePoint,50,0.35,1.2,7,3.8,88,1,0.4632,LOW
EVS04062,"1833 Chicago Ave, Chicago",AC Level 2,ChargePoint,50,0.42,10.79,8,3.4,69,1,0.4632,LOW
EVS03924,"8649 Seoul Ave, Seoul",AC Level 1,Tesla,50,0.47,12.41,7,3.5,22,0,0.4631,LOW
EVS00766,"6936 Los Angeles Ave, Los Angeles",AC Level 2,Greenlots,150,0.49,9.8,2,3.6,63,1,0.4631,LOW
EVS04625,"796 San Francisco Ave, San Francisco",AC Level 1,Ionity,150,0.27,1.82,6,3.2,98,1,0.4631,LOW
EVS04507,"1282 Toronto Ave, Toronto",DC Fast Charger,EVgo,50,0.39,4.6,5,3.5,54,0,0.4631,LOW
EVS04667,"9113 Mexico City Ave, Mexico City",DC Fast Charger,ChargePoint,22,0.42,10.76,6,3.1,40,0,0.463,LOW
EVS02748,"37 Moscow Ave, Moscow",AC Level 2,Greenlots,350,0.48,5.55,5,4.8,65,1,0.463,LOW
EVS03042,"4264 Berlin Ave, Berlin",AC Level 2,Greenlots,150,0.44,2.75,9,4.8,99,1,0.463,LOW
EVS04251,"7713 Random Rd, City 442, Country",AC Level 1,Tesla,350,0.39,1.05,6,4.7,96,1,0.463,LOW
EVS00185,"8712 São Paulo Ave, São Paulo",AC Level 2,Greenlots,150,0.48,4.83,10,5.0,13,0,0.463,LOW
EVS00627,"5750 Moscow Ave, Moscow",AC Level 2,Greenlots,50,0.48,12.9,6,3.4,61,1,0.463,LOW
EVS02735,"6732 Berlin Ave, Berlin",AC Level 1,EVgo,350,0.34,7.72,9,3.9,41,0,0.463,LOW
EVS03827,"8107 São Paulo Ave, São Paulo",DC Fast Charger,Greenlots,22,0.4,1.83,10,4.4,13,0,0.4629,LOW
EVS00682,"5916 San Francisco Ave, San Francisco",DC Fast Charger,Ionity,350,0.5,4.09,4,5.0,17,0,0.4629,LOW
EVS04849,"8760 Cape Town Ave, Cape Town",DC Fast Charger,Tesla,22,0.34,1.56,7,3.6,43,0,0.4629,LOW
EVS03196,"4636 Chicago Ave, Chicago",AC Level 2,ChargePoint,150,0.4,3.25,2,3.6,35,0,0.4628,LOW
EVS03586,"8095 Mumbai Ave, Mumbai",DC Fast Charger,Tesla,350,0.3,1.68,6,3.9,87,1,0.4628,LOW
EVS01257,"6958 Toronto Ave, Toronto",AC Level 2,Ionity,22,0.44,7.17,3,3.3,52,0,0.4628,LOW
EVS03874,"4286 Los Angeles Ave, Los Angeles",AC Level 1,ChargePoint,22,0.45,7.86,9,4.0,80,1,0.4628,LOW
EVS03579,"9999 Bangkok Ave, Bangkok",AC Level 2,ChargePoint,150,0.48,16.93,8,3.4,93,1,0.4628,LOW
EVS00767,"9051 Bangkok Ave, Bangkok",AC Level 2,EVgo,150,0.36,4.83,2,3.1,74,1,0.4628,LOW
EVS03909,"6065 Cape Town Ave, Cape Town",AC Level 1,Tesla,22,0.47,6.74,10,4.4,55,0,0.4628,LOW
EVS02889,"2964 Los Angeles Ave, Los Angeles",AC Level 1,EVgo,22,0.3,1.18,6,3.2,85,1,0.4628,LOW
EVS04284,"6370 São Paulo Ave, São Paulo",AC Level 1,ChargePoint,350,0.48,6.12,4,4.6,10,0,0.4627,LOW
EVS01491,"1348 Random Rd, City 468, Country",AC Level 2,Tesla,50,0.49,14.04,10,3.8,88,1,0.4627,LOW
EVS00696,"227 Mexico City Ave, Mexico City",DC Fast Charger,Greenlots,22,0.4,1.72,4,3.7,73,1,0.4627,LOW
EVS03525,"9288 Moscow Ave, Moscow",AC Level 1,EVgo,150,0.45,13.39,5,3.2,90,1,0.4626,LOW
EVS03979,"3324 Bangkok Ave, Bangkok",AC Level 1,Greenlots,50,0.47,1.15,5,4.5,96,1,0.4626,LOW
EVS02425,"8321 Los Angeles Ave, Los Angeles",DC Fast Charger,Ionity,350,0.37,7.6,7,3.9,59,1,0.4626,LOW
EVS00722,"2342 Toronto Ave, Toronto",DC Fast Charger,Tesla,150,0.29,1.49,8,3.6,81,1,0.4625,LOW
EVS01855,"9850 Chicago Ave, Chicago",DC Fast Charger,Greenlots,150,0.33,4.32,8,3.6,83,1,0.4625,LOW
EVS04272,"1655 Seoul Ave, Seoul",AC Level 1,ChargePoint,350,0.33,10.34,9,3.5,42,0,0.4625,LOW
EVS03225,"9865 Cape Town Ave, Cape Town",AC Level 2,Greenlots,350,0.43,2.46,4,4.6,37,0,0.4625,LOW
EVS00729,"1882 Moscow Ave, Moscow",AC Level 1,Ionity,150,0.47,7.9,1,3.5,46,0,0.4624,LOW
EVS01165,"2657 Beijing Ave, Beijing",AC Level 1,Greenlots,50,0.4,5.57,9,3.9,48,0,0.4624,LOW
EVS01698,"8308 Dubai Ave, Dubai",AC Level 2,Tesla,22,0.48,2.07,5,4.4,11,0,0.4624,LOW
EVS04747,"5853 Sydney Ave, Sydney",AC Level 2,Tesla,22,0.26,2.14,9,3.1,27,0,0.4624,LOW
EVS04350,"4799 São Paulo Ave, São Paulo",DC Fast Charger,EVgo,50,0.44,6.9,5,3.6,69,1,0.4623,LOW
EVS04363,"4669 Cape Town Ave, Cape Town",DC Fast Charger,Greenlots,350,0.43,15.44,8,3.6,13,0,0.4623,LOW
EVS03604,"2686 Dubai Ave, Dubai",DC Fast Charger,ChargePoint,150,0.42,9.89,3,3.1,32,0,0.4623,LOW
EVS01272,"4360 Chicago Ave, Chicago",AC Level 2,EVgo,22,0.43,4.23,8,4.1,97,1,0.4622,LOW
EVS02619,"3993 Mumbai Ave, Mumbai",AC Level 1,ChargePoint,150,0.29,4.76,7,3.1,88,1,0.4622,LOW
EVS02155,"3217 Mumbai Ave, Mumbai",AC Level 1,ChargePoint,50,0.49,17.25,9,3.3,81,1,0.4622,LOW
EVS03336,"6646 Los Angeles Ave, Los Angeles",AC Level 2,EVgo,50,0.49,12.04,10,4.0,36,0,0.4622,LOW
EVS04232,"4239 Mexico City Ave, Mexico City",AC Level 2,Ionity,350,0.38,11.98,9,3.7,16,0,0.4622,LOW
EVS02631,"2252 Random Rd, City 393, Country",AC Level 2,Greenlots,150,0.4,6.63,9,4.0,63,1,0.4622,LOW
EVS01225,"5850 Berlin Ave, Berlin",DC Fast Charger,Ionity,150,0.46,8.08,2,3.5,27,0,0.4621,LOW
EVS02452,"9655 Los Angeles Ave, Los Angeles",DC Fast Charger,Greenlots,350,0.48,9.72,6,4.4,80,1,0.4621,LOW
EVS02417,"7935 Dubai Ave, Dubai",AC Level 2,Ionity,150,0.48,9.76,10,4.4,66,1,0.4621,LOW
EVS00465,"8550 Los Angeles Ave, Los Angeles",AC Level 1,ChargePoint,350,0.45,13.49,10,4.2,49,0,0.4621,LOW
EVS01807,"8210 Mumbai Ave, Mumbai",DC Fast Charger,ChargePoint,150,0.31,5.36,8,3.3,90,1,0.4621,LOW
EVS04658,"4393 Bangkok Ave, Bangkok",AC Level 1,ChargePoint,22,0.47,8.8,2,3.2,97,1,0.4621,LOW
EVS04020,"8176 Cape Town Ave, Cape Town",AC Level 1,ChargePoint,150,0.46,14.11,7,3.4,77,1,0.462,LOW
EVS00974,"4085 San Francisco Ave, San Francisco",DC Fast Charger,Tesla,350,0.17,2.42,10,3.2,26,0,0.462,LOW
EVS00220,"4620 Dubai Ave, Dubai",AC Level 2,Tesla,350,0.32,13.84,9,3.0,93,1,0.462,LOW
EVS02655,"9624 Mexico City Ave, Mexico City",AC Level 1,Greenlots,50,0.44,10.3,5,3.2,31,0,0.462,LOW
EVS01934,"3950 Mumbai Ave, Mumbai",DC Fast Charger,ChargePoint,150,0.32,1.43,1,3.0,35,0,0.4619,LOW
EVS04295,"4608 Bangkok Ave, Bangkok",AC Level 2,EVgo,150,0.48,7.76,3,3.8,13,0,0.4619,LOW
EVS02705,"2600 Chicago Ave, Chicago",AC Level 1,Ionity,50,0.44,6.26,8,4.0,15,0,0.4619,LOW
EVS04878,"5090 Moscow Ave, Moscow",AC Level 1,Tesla,50,0.46,0.69,3,4.2,58,1,0.4619,LOW
EVS03818,"6118 Chicago Ave, Chicago",DC Fast Charger,Greenlots,150,0.46,9.58,1,3.2,26,0,0.4619,LOW
EVS03550,"2462 Toronto Ave, Toronto",AC Level 1,Ionity,50,0.49,16.64,6,3.0,55,0,0.4619,LOW
EVS01099,"7924 Berlin Ave, Berlin",AC Level 2,ChargePoint,50,0.48,2.85,2,4.0,21,0,0.4618,LOW
EVS01988,"3800 São Paulo Ave, São Paulo",AC Level 2,ChargePoint,150,0.42,13.37,10,3.5,22,0,0.4618,LOW
EVS02282,"9641 Mexico City Ave, Mexico City",AC Level 1,ChargePoint,350,0.32,13.89,10,3.1,53,0,0.4618,LOW
EVS04337,"8596 Bangkok Ave, Bangkok",AC Level 1,ChargePoint,150,0.46,15.61,6,3.1,46,0,0.4618,LOW
EVS03279,"8742 São Paulo Ave, São Paulo",AC Level 2,Tesla,150,0.29,3.62,7,3.2,38,0,0.4617,LOW
EVS04585,"4950 Los Angeles Ave, Los Angeles",DC Fast Charger,ChargePoint,350,0.31,1.71,5,3.8,77,1,0.4617,LOW
EVS01910,"3558 Mexico City Ave, Mexico City",AC Level 2,Greenlots,150,0.32,5.15,9,3.5,75,1,0.4617,LOW
EVS03684,"7229 San Francisco Ave, San Francisco",DC Fast Charger,Tesla,50,0.49,15.52,5,3.0,21,0,0.4617,LOW
EVS02990,"6173 Moscow Ave, Moscow",AC Level 2,Ionity,150,0.44,17.11,8,3.0,50,0,0.4617,LOW
EVS01759,"1540 São Paulo Ave, São Paulo",AC Level 1,Greenlots,350,0.48,3.98,5,4.9,85,1,0.4616,LOW
EVS01483,"8689 Moscow Ave, Moscow",AC Level 2,EVgo,350,0.4,10.16,7,3.8,99,1,0.4616,LOW
EVS02311,"6438 Random Rd, City 242, Country",DC Fast Charger,ChargePoint,350,0.43,9.47,6,4.0,57,1,0.4616,LOW
EVS00967,"6177 Mexico City Ave, Mexico City",DC Fast Charger,Ionity,350,0.36,9.38,9,3.8,50,0,0.4616,LOW
EVS01265,"9151 Los Angeles Ave, Los Angeles",DC Fast Charger,EVgo,350,0.46,9.08,1,3.7,37,0,0.4616,LOW
EVS00735,"1876 Moscow Ave, Moscow",AC Level 2,Tesla,50,0.45,10.0,6,3.4,63,1,0.4614,LOW
EVS03551,"7989 Random Rd, City 182, Country",DC Fast Charger,Greenlots,22,0.42,11.29,9,3.3,84,1,0.4614,LOW
EVS00375,"6609 São Paulo Ave, São Paulo",AC Level 1,ChargePoint,150,0.4,12.62,10,3.4,97,1,0.4614,LOW
EVS03714,"2172 Seoul Ave, Seoul",AC Level 1,Greenlots,22,0.37,4.73,7,3.4,69,1,0.4613,LOW
EVS01056,"2751 Bangkok Ave, Bangkok",AC Level 1,Ionity,22,0.33,2.16,9,3.6,91,1,0.4613,LOW
EVS04736,"8938 São Paulo Ave, São Paulo",DC Fast Charger,ChargePoint,50,0.46,7.4,2,3.3,38,0,0.4613,LOW
EVS02002,"6169 San Francisco Ave, San Francisco",AC Level 1,ChargePoint,22,0.46,2.5,3,3.9,17,0,0.4613,LOW
EVS00818,"1049 Sydney Ave, Sydney",AC Level 2,ChargePoint,350,0.3,3.0,2,3.2,66,1,0.4612,LOW
EVS01325,"3576 Dubai Ave, Dubai",DC Fast Charger,Greenlots,22,0.42,3.48,5,3.7,81,1,0.4612,LOW
EVS04937,"7704 Moscow Ave, Moscow",AC Level 1,Ionity,350,0.39,16.79,10,3.3,79,1,0.4611,LOW
EVS01531,"3767 Random Rd, City 403, Country",AC Level 1,EVgo,350,0.37,9.57,7,3.6,41,0,0.4611,LOW
EVS00278,"3276 Mumbai Ave, Mumbai",DC Fast Charger,EVgo,150,0.37,3.84,2,3.2,98,1,0.4611,LOW
EVS02175,"8079 Berlin Ave, Berlin",AC Level 1,Tesla,350,0.37,7.01,8,4.0,83,1,0.4611,LOW
EVS03511,"9433 Random Rd, City 277, Country",AC Level 1,ChargePoint,50,0.38,4.41,3,3.1,50,0,0.4611,LOW
EVS04494,"8081 San Francisco Ave, San Francisco",AC Level 1,ChargePoint,50,0.46,9.78,7,3.6,97,1,0.461,LOW
EVS04668,"9865 Bangkok Ave, Bangkok",AC Level 2,ChargePoint,350,0.47,4.15,1,4.3,25,0,0.461,LOW
EVS03400,"1148 Moscow Ave, Moscow",AC Level 2,Greenlots,50,0.41,0.84,7,4.2,31,0,0.461,LOW
EVS00988,"6207 Mexico City Ave, Mexico City",DC Fast Charger,Greenlots,22,0.48,13.41,8,3.4,48,0,0.4609,LOW
EVS03443,"3157 Toronto Ave, Toronto",DC Fast Charger,ChargePoint,22,0.41,3.21,9,4.1,18,0,0.4609,LOW
EVS03092,"7589 Dubai Ave, Dubai",AC Level 1,Tesla,150,0.49,5.16,2,4.0,17,0,0.4609,LOW
EVS00989,"9452 Los Angeles Ave, Los Angeles",AC Level 2,EVgo,22,0.38,3.76,3,3.1,53,0,0.4609,LOW
EVS04236,"7916 Toronto Ave, Toronto",AC Level 1,Tesla,150,0.43,0.56,6,4.5,77,1,0.4609,LOW
EVS03512,"8340 Dubai Ave, Dubai",AC Level 2,Ionity,350,0.41,6.21,2,3.7,78,1,0.4609,LOW
EVS03135,"5536 Chicago Ave, Chicago",DC Fast Charger,Ionity,50,0.36,2.88,3,3.1,23,0,0.4608,LOW
EVS04266,"1862 Seoul Ave, Seoul",AC Level 1,ChargePoint,350,0.35,12.61,8,3.2,41,0,0.4608,LOW
EVS04012,"1227 San Francisco Ave, San Francisco",AC Level 1,Tesla,50,0.34,6.64,8,3.1,96,1,0.4608,LOW
EVS00210,"5565 Mumbai Ave, Mumbai",AC Level 2,Tesla,350,0.33,4.19,3,3.4,70,1,0.4608,LOW
EVS04089,"4711 Beijing Ave, Beijing",AC Level 2,Tesla,150,0.29,4.36,9,3.3,50,0,0.4608,LOW
EVS00212,"9181 Moscow Ave, Moscow",DC Fast Charger,EVgo,350,0.42,5.35,10,4.8,32,0,0.4607,LOW
EVS01979,"3228 Toronto Ave, Toronto",AC Level 1,Ionity,150,0.31,2.33,10,3.8,62,1,0.4607,LOW
EVS02694,"5759 Cape Town Ave, Cape Town",AC Level 2,EVgo,350,0.34,4.12,4,3.6,53,0,0.4607,LOW
EVS03667,"3057 Cape Town Ave, Cape Town",AC Level 1,Tesla,50,0.47,3.66,4,4.0,19,0,0.4607,LOW
EVS01586,"6367 Toronto Ave, Toronto",DC Fast Charger,EVgo,50,0.49,14.15,5,3.1,32,0,0.4607,LOW
EVS00397,"390 Cape Town Ave, Cape Town",AC Level 1,EVgo,150,0.46,5.57,8,4.4,95,1,0.4607,LOW
EVS02646,"5660 Berlin Ave, Berlin",AC Level 1,EVgo,350,0.25,3.19,5,3.1,39,0,0.4607,LOW
EVS01904,"9839 Cape Town Ave, Cape Town",AC Level 2,ChargePoint,150,0.43,5.66,5,3.8,28,0,0.4607,LOW
EVS01986,"7892 San Francisco Ave, San Francisco",AC Level 2,Ionity,350,0.27,2.37,2,3.0,44,0,0.4606,LOW
EVS01191,"1475 Random Rd, City 458, Country",DC Fast Charger,Tesla,22,0.47,3.93,4,3.9,61,1,0.4606,LOW
EVS04714,"9661 Toronto Ave, Toronto",AC Level 1,ChargePoint,350,0.39,5.39,1,3.5,35,0,0.4606,LOW
EVS04264,"6786 Dubai Ave, Dubai",DC Fast Charger,ChargePoint,350,0.36,11.4,8,3.4,31,0,0.4605,LOW
EVS01481,"7132 Random Rd, City 373, Country",AC Level 1,EVgo,50,0.42,0.91,4,3.9,78,1,0.4605,LOW
EVS00204,"4885 Cape Town Ave, Cape Town",AC Level 1,ChargePoint,22,0.49,4.28,3,3.9,81,1,0.4605,LOW
EVS01343,"1537 San Francisco Ave, San Francisco",AC Level 1,Tesla,22,0.41,2.28,4,3.6,22,0,0.4605,LOW
EVS03850,"2293 Berlin Ave, Berlin",DC Fast Charger,Greenlots,22,0.46,11.01,9,3.6,68,1,0.4605,LOW
EVS00824,"9080 Los Angeles Ave, Los Angeles",AC Level 1,Tesla,22,0.37,1.92,9,3.9,18,0,0.4604,LOW
EVS00248,"3800 Mumbai Ave, Mumbai",DC Fast Charger,Tesla,150,0.44,10.95,7,3.5,92,1,0.4603,LOW
EVS00982,"9144 Dubai Ave, Dubai",AC Level 2,Greenlots,150,0.4,8.67,5,3.2,56,0,0.4602,LOW
EVS01584,"5566 Los Angeles Ave, Los Angeles",AC Level 2,Tesla,350,0.32,4.82,2,3.1,40,0,0.4602,LOW
EVS04786,"670 Dubai Ave, Dubai",AC Level 1,ChargePoint,150,0.46,14.39,9,3.5,63,1,0.4602,LOW
EVS03627,"5903 Sydney Ave, Sydney",DC Fast Charger,Greenlots,350,0.43,8.34,3,3.7,76,1,0.4602,LOW
EVS01284,"7694 Berlin Ave, Berlin",AC Level 2,Greenlots,22,0.41,3.9,4,3.4,96,1,0.4602,LOW
EVS02024,"1837 Chicago Ave, Chicago",DC Fast Charger,Tesla,150,0.34,4.79,8,3.5,60,1,0.4601,LOW
EVS04186,"7673 Toronto Ave, Toronto",AC Level 2,ChargePoint,150,0.43,7.93,4,3.4,23,0,0.4601,LOW
EVS03253,"3833 Cape Town Ave, Cape Town",AC Level 2,Tesla,150,0.48,14.6,7,3.4,13,0,0.4601,LOW
EVS04140,"8578 São Paulo Ave, São Paulo",DC Fast Charger,ChargePoint,150,0.5,10.52,6,3.9,24,0,0.4601,LOW
EVS04594,"7054 Moscow Ave, Moscow",AC Level 1,EVgo,150,0.36,5.46,3,3.0,70,1,0.4601,LOW
EVS03476,"2658 São Paulo Ave, São Paulo",AC Level 1,Tesla,22,0.45,11.0,9,3.5,51,0,0.4601,LOW
EVS04084,"8265 Chicago Ave, Chicago",AC Level 1,ChargePoint,350,0.29,1.88,3,3.3,97,1,0.4601,LOW
EVS03783,"2214 Moscow Ave, Moscow",AC Level 2,EVgo,150,0.29,2.95,8,3.3,81,1,0.46,LOW
EVS04618,"709 São Paulo Ave, São Paulo",AC Level 2,ChargePoint,350,0.37,10.5,5,3.2,29,0,0.46,LOW
EVS01524,"5334 Berlin Ave, Berlin",DC Fast Charger,Ionity,50,0.45,3.22,1,3.5,57,1,0.46,LOW
EVS04673,"2186 Bangkok Ave, Bangkok",DC Fast Charger,Tesla,350,0.29,1.82,3,3.3,62,1,0.4599,LOW
EVS00874,"2188 São Paulo Ave, São Paulo",AC Level 1,Ionity,150,0.46,3.57,9,4.7,28,0,0.4599,LOW
EVS03245,"4223 Bangkok Ave, Bangkok",DC Fast Charger,Ionity,50,0.5,14.17,9,3.6,23,0,0.4599,LOW
EVS03218,"134 Cape Town Ave, Cape Town",AC Level 1,Ionity,150,0.37,7.41,6,3.2,62,1,0.4599,LOW
EVS01790,"7949 San Francisco Ave, San Francisco",AC Level 1,Greenlots,22,0.47,9.37,7,3.6,27,0,0.4599,LOW
EVS00015,"3451 Dubai Ave, Dubai",AC Level 2,EVgo,350,0.41,16.7,10,3.4,46,0,0.4598,LOW
EVS03385,"4513 Seoul Ave, Seoul",AC Level 1,ChargePoint,350,0.38,7.59,5,3.6,32,0,0.4598,LOW
EVS02831,"4575 Random Rd, City 9, Country",AC Level 1,Ionity,350,0.5,4.85,1,4.4,30,0,0.4598,LOW
EVS04787,"7714 Berlin Ave, Berlin",AC Level 2,EVgo,150,0.28,1.38,9,3.5,61,1,0.4598,LOW
EVS03743,"313 Chicago Ave, Chicago",AC Level 2,ChargePoint,350,0.29,4.57,4,3.1,67,1,0.4598,LOW
EVS00106,"2317 Mexico City Ave, Mexico City",AC Level 2,ChargePoint,350,0.29,0.56,1,3.2,47,0,0.4598,LOW
EVS02769,"7802 San Francisco Ave, San Francisco",AC Level 1,Ionity,50,0.49,16.95,9,3.2,52,0,0.4597,LOW
EVS04678,"9765 Toronto Ave, Toronto",DC Fast Charger,Tesla,150,0.41,5.24,9,4.1,56,0,0.4597,LOW
EVS03542,"6978 San Francisco Ave, San Francisco",AC Level 1,EVgo,350,0.45,1.79,5,4.8,52,0,0.4597,LOW
EVS01377,"3750 São Paulo Ave, São Paulo",DC Fast Charger,Greenlots,350,0.37,10.8,8,3.5,84,1,0.4597,LOW
EVS01204,"2451 Mumbai Ave, Mumbai",AC Level 2,Ionity,50,0.42,1.52,5,3.9,35,0,0.4596,LOW
EVS00834,"4630 Mumbai Ave, Mumbai",AC Level 1,Tesla,350,0.48,11.49,2,3.6,10,0,0.4596,LOW
EVS02189,"9755 Sydney Ave, Sydney",AC Level 1,Ionity,150,0.44,1.37,5,4.3,57,1,0.4595,LOW
EVS00806,"8725 São Paulo Ave, São Paulo",AC Level 2,ChargePoint,350,0.43,12.75,5,3.4,56,0,0.4595,LOW
EVS04138,"4954 San Francisco Ave, San Francisco",AC Level 2,EVgo,22,0.49,7.75,6,3.8,81,1,0.4594,LOW
EVS01203,"4066 Cape Town Ave, Cape Town",AC Level 2,Greenlots,50,0.46,8.56,4,3.3,55,0,0.4594,LOW
